Date,Tech,Tech Score,Opponent,Opponent Score,W/L/T,City,State,Notes,,,,,Total points scored:
11/23/1967,Louisiana Tech,7,Southern Miss,58,L,"Shreveport, LA",LA,,,,,,65
9/21/1968,Louisiana Tech,20,Mississippi State,13,W,"Starkville, MS",MS,Joe Aillet Stadium opens,,,,,33
9/28/1968,Louisiana Tech,35,East Carolina,7,W,"Ruston, LA",LA,,,,,,42
10/5/1968,Louisiana Tech,20,Mcneese State,27,L,"Ruston, LA",LA,,,,,,47
10/12/1968,Louisiana Tech,24,UL-Lafayette,28,L,Lafayette. LA,LA,,,,,,52
10/19/1968,Louisiana Tech,42,Northwestern State,39,W,"Shreveport, LA",LA,,,,,,81
11/2/1968,Louisiana Tech,27,southern Miss,20,W,"Hattiesburg, MS",MS,,,,,,47
11/9/1968,Louisiana Tech,35,Southeastern Louisiana,7,W,"Ruston, LA",LA,,,,,,42
11/16/1968,Louisiana Tech,34,Lamar,7,W,"Beaumont, TX",TX,,,,,,41
11/23/1968,Louisiana Tech,25,ULM,10,W,"Monroe, LA",LA,,,,,,35
11/28/1968,Louisiana Tech,42,New Mexico State,24,W,"Ruston, LA",LA,,,,,,66
12/13/1968,Louisiana Tech,33,Akron,13,W,"Murfreesboro, TN",TN,Grantland Rice Bowl,,,,,46
9/27/1969,Louisiana Tech,24,East Carolina,6,W,"Greenville, NC",NC,,,,,,30
10/4/1969,Louisiana Tech,35,Mcneese State,18,W,"Lake Charles, LA",LA,,,,,,53
10/11/1969,Louisiana Tech,34,UL-Lafayette,21,W,"Ruston, LA",LA,,,,,,55
10/18/1969,Louisiana Tech,42,Northwestern State,21,W,"Shreveport, LA",LA,,,,,,63
10/25/1969,Louisiana Tech,23,Chattanooga,7,W,"Chattanooga, TN",TN,,,,,,30
11/1/1969,Louisiana Tech,23,Southern Miss,24,L,"Ruston, LA",LA,,,,,,47
11/8/1969,Louisiana Tech,25,Southeastern Louisiana,24,W,"Hammond, LA",LA,,,,,,49
11/15/1969,Louisiana Tech,77,Lamar,40,W,"Ruston, LA",LA,,,,,,117
11/22/1969,Louisiana Tech,34,ULM,6,W,"Ruston, LA",LA,,,,,,40
12/13/1969,Louisiana Tech,14,East Tennessee State,34,L,"Baton Rouge, LA",LA,Grantland Rice Bowl,,,,,48
9/19/1970,Louisiana Tech,28,Chattanooga,3,W,"Ruston, LA",LA,,,,,,31
9/26/1970,Louisiana Tech,0,Lamar,6,L,"Beaumont, TX",TX,,,,,,6
10/3/1970,Louisiana Tech,14,McNeese State,16,L,"Ruston, LA",LA,,,,,,30
10/10/1970,Louisiana Tech,10,UL-Lafayette,20,L,Lafayette. LA,LA,,,,,,30
10/17/1970,Louisiana Tech,17,Arkansas State,38,L,"Jonesboro, AR",AR,,,,,,55
10/24/1970,Louisiana Tech,17,Northwestern State,20,L,"Shreveport, LA",LA,,,,,,37
10/31/1970,Louisiana Tech,10,Tampa,14,L,"Ruston, LA",LA,,,,,,24
11/7/1970,Louisiana Tech,21,Southeastern Louisiana,24,L,"Ruston, LA",LA,,,,,,45
11/14/1970,Louisiana Tech,27,Southern Miss,6,W,"Hattiesburg, MS",MS,,,,,,33
11/21/1970,Louisiana Tech,21,ULM,28,L,"Monroe, LA",LA,,,,,,49
9/18/1971,Louisiana Tech,28,Tampa,20,W,"Tampa, FL",FL,,,,,,48
9/25/1971,Louisiana Tech,26,Lamar,7,W,"Ruston, LA",LA,,,,,,33
10/2/1971,Louisiana Tech,22,McNeese State,29,L,"Lake Charles, LA",LA,,,,,,51
10/9/1971,Louisiana Tech,35,UL-Lafayette,15,W,"Ruston, LA",LA,,,,,,50
10/16/1971,Louisiana Tech,28,Arkansas State,27,W,"Ruston, LA",LA,,,,,,55
10/23/1971,Louisiana Tech,33,Northwestern State,21,W,"Shreveport, LA",LA,,,,,,54
10/30/1971,Louisiana Tech,21,Southeastern Louisiana,9,W,"Hammond, LA",LA,,,,,,30
11/6/1971,Louisiana Tech,24,Chattanooga,20,W,"Chattanooga, TN",TN,,,,,,44
11/13/1971,Louisiana Tech,35,Southern Miss,24,W,"Ruston, LA",LA,,,,,,59
11/20/1971,Louisiana Tech,20,ULM,0,W,"Ruston, LA",LA,,,,,,20
12/11/1971,Louisiana Tech,23,Eastern Michigan,3,W,"Wichita Falls, TX",TX,,,,,,26
9/9/1972,Louisiana Tech,7,UL-Lafayette,0,W,Lafayette. LA,LA,,,,,,7
9/16/1972,Louisiana Tech,33,Southern Miss,14,W,"Hattiesburg, MS",MS,,,,,,47
9/23/1972,Louisiana Tech,34,McNeese State,17,W,"Ruston, LA",LA,,,,,,51
9/30/1972,Louisiana Tech,35,Abilene Christian,12,W,"Ruston, LA",LA,,,,,,47
10/7/1972,Louisiana Tech,35,UT-Arlington,14,W,"Arlington, TX",TX,,,,,,49
10/14/1972,Louisiana Tech,38,Arkansas State,17,W,"Little Rock, AR",AR,,,,,,55
10/21/1972,Louisiana Tech,20,Northwestern State,16,W,"Shreveport, LA",LA,,,,,,36
10/28/1972,Louisiana Tech,21,Southeastern Louisiana,0,W,"Ruston, LA",LA,,,,,,21
11/4/1972,Louisiana Tech,41,Northern Arizona,21,W,"Flagstaff, AZ",AZ,,,,,,62
11/11/1972,Louisiana Tech,24,Eastern Michigan,17,W,"Ruston, LA",LA,,,,,,41
11/18/1972,Louisiana Tech,10,ULM,6,W,"Monroe, LA",LA,,,,,,16
11/25/1972,Louisiana Tech,35,Tennessee Tech,0,W,"Baton Rouge, LA",LA,,,,,,35
9/15/1973,Louisiana Tech,19,Eastern Michigan,21,L,"Ypsilanti, MI",MI,,,,,,40
9/22/1973,Louisiana Tech,23,UL-Lafayette,0,W,"Ruston, LA",LA,,,,,,23
9/29/1973,Louisiana Tech,10,McNeese State,7,W,"Lake Charles, LA",LA,,,,,,17
10/6/1973,Louisiana Tech,37,Northern Arizona,7,W,"Ruston, LA",LA,,,,,,44
10/13/1973,Louisiana Tech,23,Arkansas State,7,W,"Ruston, LA",LA,,,,,,30
10/20/1973,Louisiana Tech,26,Northwestern State,7,W,"Shreveport, LA",LA,,,,,,33
10/27/1973,Louisiana Tech,26,Southeastern Louisiana,7,W,"Hammond, LA",LA,,,,,,33
11/3/1973,Louisiana Tech,44,UT-Arlington,0,W,"Ruston, LA",LA,,,,,,44
11/10/1973,Louisiana Tech,17,Lamar,3,W,"Beaumont, TX",TX,,,,,,20
11/17/1973,Louisiana Tech,40,ULM,0,W,"Ruston, LA",LA,,,,,,40
12/1/1973,Louisiana Tech,18,Western Illinois,13,W,"Ruston, LA",LA,,,,,,31
12/8/1973,Louisiana Tech,38,Boise State,34,W,"Wichita Falls, TX",TX,,,,,,72
12/15/1973,Louisiana Tech,34,WKU,0,W,"Sacramento, CA",CA,,,,,,34
9/7/1974,Louisiana Tech,16,Illinois State,7,W,"Ruston, LA",LA,,,,,,23
9/21/1974,Louisiana Tech,42,UT-Arlington,15,W,"Arlington, TX",TX,,,,,,57
9/28/1974,Louisiana Tech,20,Arkansas State,7,W,"Jonesboro, AR",AR,,,,,,27
10/12/1974,Louisiana Tech,35,UL-Lafayette,20,W,Lafayette. LA,LA,,,,,,55
10/19/1974,Louisiana Tech,34,Northwestern State,0,W,"Shreveport, LA",LA,,,,,,34
10/26/1974,Louisiana Tech,24,McNeese State,17,W,"Ruston, LA",LA,,,,,,41
11/2/1974,Louisiana Tech,34,Southeastern Louisiana,13,W,"Ruston, LA",LA,,,,,,47
11/9/1974,Louisiana Tech,28,Lamar,0,W,"Ruston, LA",LA,,,,,,28
11/16/1974,Louisiana Tech,35,Chattanooga,14,W,"Chattanooga, TN",TN,,,,,,49
11/23/1974,Louisiana Tech,26,ULM,10,W,"Monroe, LA",LA,,,,,,36
12/1/1974,Louisiana Tech,10,Western Carolina,7,W,"Ruston, LA",LA,,,,,,17
12/8/1974,Louisiana Tech,14,Central Michigan,35,L,"Wichita Falls, TX",TX,,,,,,49
9/13/1975,Louisiana Tech,21,McNeese State,14,W,"Lake Charles, LA",LA,,,,,,35
9/27/1975,Louisiana Tech,37,UT-Arlington,8,W,"Ruston, LA",LA,,,,,,45
10/4/1975,Louisiana Tech,24,Lamar,10,W,"Beaumont, TX",TX,,,,,,34
10/11/1975,Louisiana Tech,24,UL-Lafayette,14,W,"Ruston, LA",LA,,,,,,38
10/18/1975,Louisiana Tech,41,Northwestern State,14,W,"Shreveport, LA",LA,,,,,,55
10/25/1975,Louisiana Tech,14,Southern Miss,24,L,"Ruston, LA",LA,,,,,,38
11/1/1975,Louisiana Tech,33,Southeastern Louisiana,28,W,"Hammond, LA",LA,,,,,,61
11/8/1975,Louisiana Tech,41,ULM,23,W,"Ruston, LA",LA,,,,,,64
11/15/1975,Louisiana Tech,49,Chattanooga,20,W,"Ruston, LA",LA,,,,,,69
11/22/1975,Louisiana Tech,13,Arkansas State,30,L,"Ruston, LA",LA,,,,,,43
9/11/1976,Louisiana Tech,28,Ball State,41,L,"Muncie, IN",IN,,,,,,69
9/18/1976,Louisiana Tech,13,McNeese State,15,L,"Ruston, LA",LA,,,,,,28
9/25/1976,Louisiana Tech,27,Arkansas State,13,W,"Jonesboro, AR",AR,,,,,,40
10/2/1976,Louisiana Tech,26,UL-Lafayette,31,L,Lafayette. LA,LA,,,,,,57
10/9/1976,Louisiana Tech,35,UT-Arlington,56,L,"Arlington, TX",TX,,,,,,91
10/16/1976,Louisiana Tech,37,Lamar,7,W,"Ruston, LA",LA,,,,,,44
10/23/1976,Louisiana Tech,35,Northwestern State,6,W,"Shreveport, LA",LA,,,,,,41
10/30/1976,Louisiana Tech,8,North Texas,14,L,"Shreveport, LA",LA,,,,,,22
11/6/1976,Louisiana Tech,49,Chattanooga,7,W,"Chattanooga, TN",TN,,,,,,56
11/13/1976,Louisiana Tech,23,Southern Miss,22,W,"Ruston, LA",LA,,,,,,45
11/20/1976,Louisiana Tech,55,ULM,35,W,"Monroe, LA",LA,,,,,,90
9/10/1977,Louisiana Tech,56,Sacramento State,0,W,"Shreveport, LA",LA,,,,,,56
9/24/1977,Louisiana Tech,21,Illinois State,21,T,"Normal, IL",IL,,,,,,42
10/1/1977,Louisiana Tech,14,McNeese State,7,W,"Lake Charles, LA",LA,,,,,,21
10/8/1977,Louisiana Tech,21,UL-Lafayette,21,T,"Ruston, LA",LA,,,,,,42
10/15/1977,Louisiana Tech,20,Arkansas State,12,W,"Jonesboro, AR",AR,,,,,,32
10/22/1977,Louisiana Tech,30,Northwestern State,6,W,"Shreveport, LA",LA,,,,,,36
10/29/1977,Louisiana Tech,34,UT-Arlington,10,W,"Ruston, LA",LA,,,,,,44
11/5/1977,Louisiana Tech,23,Lamar,6,W,"Beaumont, TX",TX,,,,,,29
11/12/1977,Louisiana Tech,28,Southern Miss,10,W,"Hattiesburg, MS",MS,,,,,,38
11/19/1977,Louisiana Tech,14,North Texas,41,L,"Shreveport, LA",LA,,,,,,55
11/26/1977,Louisiana Tech,20,ULM,0,W,"Ruston, LA",LA,,,,,,20
12/19/1977,Louisiana Tech,24,Louisville,14,W,"Shreveport, LA",LA,,,,,,38
9/16/1978,Louisiana Tech,7,Chattanooga,12,L,"Ruston, LA",LA,,,,,,19
9/23/1978,Louisiana Tech,28,UT-Arlington,21,W,"Arlington, TX",TX,,,,,,49
9/30/1978,Louisiana Tech,34,McNeese State,20,W,"Ruston, LA",LA,,,,,,54
10/7/1978,Louisiana Tech,6,UL-Lafayette,24,L,Lafayette. LA,LA,,,,,,30
10/14/1978,Louisiana Tech,17,Ball State,7,W,"Ruston, LA",LA,,,,,,24
10/21/1978,Louisiana Tech,45,Northwestern State,20,W,"Shreveport, LA",LA,,,,,,65
10/28/1978,Louisiana Tech,14,North Texas,16,L,"Shreveport, LA",LA,,,,,,30
11/4/1978,Louisiana Tech,40,Lamar,3,W,"Ruston, LA",LA,,,,,,43
11/11/1978,Louisiana Tech,24,Arkansas State,10,W,"Ruston, LA",LA,,,,,,34
11/18/1978,Louisiana Tech,0,ULM,18,L,"Monroe, LA",LA,,,,,,18
12/16/1978,Louisiana Tech,13,East Carolina,35,L,"Shreveport, LA",LA,,,,,,48
9/1/1979,Louisiana Tech,0,New Mexico,34,L,"Albuquerque, NM",NM,,,,,,34
9/15/1979,Louisiana Tech,7,Chattanooga,24,L,"Chattanooga, TN",TN,,,,,,31
9/22/1979,Louisiana Tech,7,Lamar,19,L,"Beaumont, TX",TX,,,,,,26
9/29/1979,Louisiana Tech,0,Miami (FL),6,L,"Miami, FL",FL,,,,,,6
10/6/1979,Louisiana Tech,17,UL-Lafayette,0,W,"Ruston, LA",LA,,,,,,17
10/13/1979,Louisiana Tech,7,Arkansas State,14,L,"Ruston, LA",LA,,,,,,21
10/20/1979,Louisiana Tech,21,Northwestern State,25,L,"Shreveport, LA",LA,,,,,,46
10/27/1979,Louisiana Tech,16,UT-Arlington,30,L,"Ruston, LA",LA,,,,,,46
11/3/1979,Louisiana Tech,17,North Texas,19,L,"Shreveport, LA",LA,,,,,,36
11/10/1979,Louisiana Tech,7,McNeese State,41,L,"Lake Charles, LA",LA,,,,,,48
11/17/1979,Louisiana Tech,13,ULM,10,W,"Monroe, LA",LA,,,,,,23
9/13/1980,Louisiana Tech,11,Mississippi State,31,L,"Starkville, MS",MS,,,,,,42
9/20/1980,Louisiana Tech,11,Southern Miss,38,L,"Hattiesburg, MS",MS,,,,,,49
9/27/1980,Louisiana Tech,42,Western Illinois,6,W,"Ruston, LA",LA,,,,,,48
10/4/1980,Louisiana Tech,7,East Tennessee State,3,W,"Johnson City, TN",TN,,,,,,10
10/11/1980,Louisiana Tech,16,Lamar,7,W,"Beaumont, TX",TX,,,,,,23
10/18/1980,Louisiana Tech,27,Northwestern State,23,W,"Shreveport, LA",LA,,,,,,50
10/25/1980,Louisiana Tech,20,UT-Arlington,21,L,"Ruston, LA",LA,,,,,,41
11/1/1980,Louisiana Tech,28,Arkansas State,0,W,"Jonesboro, AR",AR,,,,,,28
11/8/1980,Louisiana Tech,8,McNeese State,45,L,"Ruston, LA",LA,,,,,,53
11/15/1980,Louisiana Tech,9,UL-Lafayette,27,L,Lafayette. LA,LA,,,,,,36
11/22/1980,Louisiana Tech,14,ULM,19,L,"Monroe, LA",LA,,,,,,33
9/5/1981,Louisiana Tech,10,West Texas A&M,17,L,"Canyon, TX",TX,,,,,,27
9/12/1981,Louisiana Tech,31,East Tennessee State,3,W,"Ruston, LA",LA,,,,,,34
9/19/1981,Louisiana Tech,21,Baylor,28,L,"Shreveport, LA",LA,,,,,,49
9/26/1981,Louisiana Tech,7,Texas A&M,43,L,"College Station, TX",TX,,,,,,50
10/3/1981,Louisiana Tech,0,ULM,35,L,"Ruston, LA",LA,,,,,,35
10/10/1981,Louisiana Tech,14,UT-Arlington,31,L,"Arlington, TX",TX,,,,,,45
10/17/1981,Louisiana Tech,16,Lamar,7,W,"Beaumont, TX",TX,,,,,,23
10/24/1981,Louisiana Tech,37,Northwestern State,33,W,"Shreveport, LA",LA,,,,,,70
10/31/1981,Louisiana Tech,17,UL-Lafayette,17,T,"Ruston, LA",LA,,,,,,34
11/7/1981,Louisiana Tech,20,McNeese State,27,L,"Lake Charles, LA",LA,,,,,,47
11/14/1981,Louisiana Tech,32,Arkansas State,0,W,"Ruston, LA",LA,,,,,,32
9/11/1982,Louisiana Tech,28,West Texas A&M,7,W,"Ruston, LA",LA,,,,,,35
9/18/1982,Louisiana Tech,49,Eastern Michigan,12,W,"Ruston, LA",LA,,,,,,61
9/25/1982,Louisiana Tech,27,Texas A&M,38,L,"College Station, TX",TX,,,,,,65
10/2/1982,Louisiana Tech,17,UT-Arlington,14,W,"Arlington, TX",TX,,,,,,31
10/9/1982,Louisiana Tech,17,ULM,10,W,"Monroe, LA",LA,,,,,,27
10/16/1982,Louisiana Tech,40,Lamar,13,W,"Ruston, LA",LA,,,,,,53
10/23/1982,Louisiana Tech,33,Northwestern State,0,W,"Shreveport, LA",LA,,,,,,33
10/30/1982,Louisiana Tech,24,Arkansas State,14,W,"Jonesboro, AR",AR,,,,,,38
11/6/1982,Louisiana Tech,35,McNeese State,14,W,"Ruston, LA",LA,,,,,,49
11/13/1982,Louisiana Tech,19,UL-Lafayette,29,L,Lafayette. LA,LA,,,,,,48
11/20/1982,Louisiana Tech,13,Southern Miss,6,W,"Hattiesburg, MS",MS,,,,,,19
12/4/1982,Louisiana Tech,38,South Carolina State,3,W,"Ruston, LA",LA,,,,,,41
12/11/1982,Louisiana Tech,0,Delaware,17,L,"Ruston, LA",LA,,,,,,17
9/10/1983,Louisiana Tech,7,New Mexico State,15,L,"Las Cruces, NM",NM,,,,,,22
9/17/1983,Louisiana Tech,10,Southern Miss,28,L,"Hattiesburg, MS",MS,,,,,,38
9/24/1983,Louisiana Tech,12,Lamar,18,L,"Ruston, LA",LA,,,,,,30
10/1/1983,Louisiana Tech,17,Chattanooga,14,W,"Ruston, LA",LA,,,,,,31
10/8/1983,Louisiana Tech,20,McNeese State,24,L,"Ruston, LA",LA,,,,,,44
10/15/1983,Louisiana Tech,7,Arkansas State,21,L,"Jonesboro, AR",AR,,,,,,28
10/22/1983,Louisiana Tech,21,Northwestern State,10,W,"Shreveport, LA",LA,,,,,,31
10/29/1983,Louisiana Tech,25,North Texas,18,W,"Denton, TX",TX,,,,,,43
11/5/1983,Louisiana Tech,0,ULM,17,L,"Ruston, LA",LA,,,,,,17
11/12/1983,Louisiana Tech,24,UT-Arlington,17,W,"Arlington, TX",TX,,,,,,41
11/19/1983,Louisiana Tech,9,UL-Lafayette,13,L,Lafayette. LA,LA,,,,,,22
9/1/1984,Louisiana Tech,17,Southeastern Louisiana,9,W,"Hammond, LA",LA,,,,,,26
9/8/1984,Louisiana Tech,16,UL-Lafayette,17,L,Lafayette. LA,LA,,,,,,33
9/15/1984,Louisiana Tech,0,Southern Miss,34,L,"Hattiesburg, MS",MS,,,,,,34
9/22/1984,Louisiana Tech,8,Ole Miss,14,L,"Oxford, MS",MS,,,,,,22
9/29/1984,Louisiana Tech,17,North Texas,12,W,"Ruston, LA",LA,,,,,,29
10/6/1984,Louisiana Tech,24,McNeese State,17,W,"Lake Charles, LA",LA,,,,,,41
10/13/1984,Louisiana Tech,20,Arkansas State,10,W,"Ruston, LA",LA,,,,,,30
10/20/1984,Louisiana Tech,5,Northwestern State,0,W,"Shreveport, LA",LA,,,,,,5
10/27/1984,Louisiana Tech,22,Lamar,7,W,"Beaumont, TX",TX,,,,,,29
11/3/1984,Louisiana Tech,10,ULM,12,L,"Monroe, LA",LA,,,,,,22
11/10/1984,Louisiana Tech,34,UT-Arlington,0,W,"Ruston, LA",LA,,,,,,34
11/24/1984,Louisiana Tech,66,Mississippi Valley State,19,W,"Ruston, LA",LA,,,,,,85
12/1/1984,Louisiana Tech,44,Alcorn State,21,W,"Jackson, MS",MS,,,,,,65
12/8/1984,Louisiana Tech,21,Middle Tennessee,13,W,"Murfreesboro, TN",TN,,,,,,34
12/15/1984,Louisiana Tech,6,Montana State,19,L,"Charleston, SC",SC,,,,,,25
9/7/1985,Louisiana Tech,0,Southern Miss,28,L,"Hattiesburg, MS",MS,,,,,,28
9/14/1985,Louisiana Tech,24,UL-Lafayette,23,W,"Ruston, LA",LA,,,,,,47
9/21/1985,Louisiana Tech,20,West Texas A&M,10,W,"Canyon, TX",TX,,,,,,30
9/28/1985,Louisiana Tech,40,Southeastern Louisiana,7,W,"Ruston, LA",LA,,,,,,47
10/5/1985,Louisiana Tech,33,North Texas,8,W,"Denton, TX",TX,,,,,,41
10/12/1985,Louisiana Tech,35,McNeese State,3,W,"Ruston, LA",LA,,,,,,38
10/19/1985,Louisiana Tech,13,Arkansas State,31,L,"Jonesboro, AR",AR,,,,,,44
10/26/1985,Louisiana Tech,33,Northwestern State,17,W,"Shreveport, LA",LA,,,,,,50
11/2/1985,Louisiana Tech,23,Lamar,22,W,"Ruston, LA",LA,,,,,,45
11/9/1985,Louisiana Tech,9,ULM,13,L,"Ruston, LA",LA,,,,,,22
11/16/1985,Louisiana Tech,29,UT-Arlington,14,W,"Arlington, TX",TX,,,,,,43
8/30/1986,Louisiana Tech,22,Tulsa,17,W,"Tulsa, OK",OK,,,,,,39
9/13/1986,Louisiana Tech,7,Baylor,38,L,"Waco, TX",TX,,,,,,45
9/20/1986,Louisiana Tech,24,West Texas A&M,21,W,"Ruston, LA",LA,,,,,,45
9/27/1986,Louisiana Tech,10,Fresno State,34,L,"Fresno, CA",CA,,,,,,44
10/4/1986,Louisiana Tech,17,North Texas,10,W,"Ruston, LA",LA,,,,,,27
10/11/1986,Louisiana Tech,28,McNeese State,16,W,"Lake Charles, LA",LA,,,,,,44
10/18/1986,Louisiana Tech,17,Arkansas State,20,L,"Ruston, LA",LA,,,,,,37
10/25/1986,Louisiana Tech,13,Northwestern State,13,T,"Shreveport, LA",LA,,,,,,26
11/1/1986,Louisiana Tech,39,Lamar,20,W,"Beaumont, TX",TX,,,,,,59
11/8/1986,Louisiana Tech,6,ULM,20,L,"Monroe, LA",LA,,,,,,26
11/22/1986,Louisiana Tech,23,UL-Lafayette,14,W,Lafayette. LA,LA,,,,,,37
9/5/1987,Louisiana Tech,3,Baylor,13,L,"Waco, TX",TX,,,,,,16
9/12/1987,Louisiana Tech,7,ULM,44,L,"Ruston, LA",LA,,,,,,51
9/19/1987,Louisiana Tech,13,Mississippi State,14,L,"Starkville, MS",MS,,,,,,27
9/26/1987,Louisiana Tech,16,Kansas,11,W,"Lawrence, KS",KS,,,,,,27
10/3/1987,Louisiana Tech,18,Chattanooga,20,L,"Chattanooga, TN",TN,,,,,,38
10/10/1987,Louisiana Tech,7,McNeese State,3,W,"Ruston, LA",LA,,,,,,10
10/17/1987,Louisiana Tech,3,Arkansas State,37,L,"Jonesboro, AR",AR,,,,,,40
10/24/1987,Louisiana Tech,23,Northwestern State,0,W,"Shreveport, LA",LA,,,,,,23
10/31/1987,Louisiana Tech,3,Texas A&M,32,L,"College Station, TX",TX,,,,,,35
11/14/1987,Louisiana Tech,10,Missouri State,13,L,"Ruston, LA",LA,,,,,,23
11/21/1987,Louisiana Tech,5,North Texas,10,L,"Denton, TX",TX,,,,,,15
9/3/1988,Louisiana Tech,14,Mississippi State,21,L,"Starkville, MS",MS,,,,,,35
9/10/1988,Louisiana Tech,0,Houston,60,L,"Shreveport, LA",LA,,,,,,60
9/17/1988,Louisiana Tech,6,Wyoming,38,L,"Laramie, WY",WY,,,,,,44
9/24/1988,Louisiana Tech,31,Nicholls State,10,W,"Ruston, LA",LA,,,,,,41
10/1/1988,Louisiana Tech,31,Kansas State,28,W,"Manhattan, KS",KS,,,,,,59
10/8/1988,Louisiana Tech,19,UL-Lafayette,16,W,"Ruston, LA",LA,,,,,,35
10/22/1988,Louisiana Tech,3,Florida State,66,L,"Tallahassee, FL",FL,,,,,,69
10/29/1988,Louisiana Tech,22,Arkansas State,31,L,"Shreveport, LA",LA,,,,,,53
11/5/1988,Louisiana Tech,17,Texas A&M,56,L,"College Station, TX",TX,,,,,,73
11/12/1988,Louisiana Tech,19,Southern Miss,26,L,"Ruston, LA",LA,,,,,,45
11/19/1988,Louisiana Tech,23,ULM,0,W,"Monroe, LA",LA,,,,,,23
9/2/1989,Louisiana Tech,40,Louisiana-Lafayette,14,,,,,,,,,54
9/9/1989,Louisiana Tech,20,Western Michigan,24,,,,,,,,,44
9/16/1989,Louisiana Tech,7,Florida,34,,,,,,,,,41
9/30/1989,Louisiana Tech,29,East Carolina,29,,,,,,,,,58
10/7/1989,Louisiana Tech,24,Akron,31,,,,,,,,,55
10/14/1989,Louisiana Tech,42,Northern Illinois,21,,,,,,,,,63
10/21/1989,Louisiana Tech,40,Arkansas State,37,,,,,,,,,77
10/28/1989,Louisiana Tech,34,Tulsa,31,,,,,,,,,65
11/4/1989,Louisiana Tech,24,Louisiana-Monroe,6,,,,,,,,,30
11/11/1989,Louisiana Tech,23,None,38,,,,,,,,,61
9/1/1990,Louisiana Tech,17,East Carolina,27,,,,,,,,,44
9/8/1990,Louisiana Tech,51,McNeese State,3,,,,,,,,,54
9/15/1990,Louisiana Tech,21,Western Michigan,27,,,,,,,,,48
9/22/1990,Louisiana Tech,40,Arkansas State,7,,,,,,,,,47
9/29/1990,Louisiana Tech,24,Louisiana-Lafayette,10,,,,,,,,,34
10/6/1990,Louisiana Tech,14,None,16,,,,,,,,,30
10/13/1990,Louisiana Tech,35,Tulsa,21,,,,,,,,,56
10/27/1990,Louisiana Tech,31,Stephen F. Austin,22,,,,,,,,,53
11/3/1990,Louisiana Tech,31,Louisiana-Monroe,7,,,,,,,,,38
11/10/1990,Louisiana Tech,36,Akron,15,,,,,,,,,51
11/17/1990,Louisiana Tech,31,Colorado State,30,,,,,,,,,61
12/15/1990,Louisiana Tech,34,Maryland,34,,,,,,,,,68
8/31/1991,Louisiana Tech,3,None,73,,,,,,,,,76
9/14/1991,Louisiana Tech,21,Montana,11,,,,,,,,,32
9/21/1991,Louisiana Tech,17,Eastern Michigan,14,,,,,,,,,31
9/28/1991,Louisiana Tech,42,Arkansas State,10,,,,,,,,,52
10/5/1991,Louisiana Tech,37,Northern Illinois,3,,,,,,,,,40
10/12/1991,Louisiana Tech,12,South Carolina,12,,,,,,,,,24
10/26/1991,Louisiana Tech,14,Louisiana-Lafayette,14,,,,,,,,,28
11/2/1991,Louisiana Tech,35,Louisiana-Monroe,10,,,,,,,,,45
11/9/1991,Louisiana Tech,48,Southern Illinois,16,,,,,,,,,64
11/16/1991,Louisiana Tech,30,Southern Mississippi,14,,,,,,,,,44
11/23/1991,Louisiana Tech,21,UTEP,17,,,,,,,,,38
9/5/1992,Louisiana Tech,10,Baylor,9,,,,,,,,,19
9/12/1992,Louisiana Tech,31,Eastern Michigan,17,,,,,,,,,48
9/19/1992,Louisiana Tech,13,Southern Mississippi,16,,,,,,,,,29
9/26/1992,Louisiana Tech,0,None,13,,,,,,,,,13
10/3/1992,Louisiana Tech,14,Fresno State,48,,,,,,,,,62
10/10/1992,Louisiana Tech,21,Louisiana-Lafayette,7,,,,,,,,,28
10/17/1992,Louisiana Tech,65,East Tennessee State,7,,,,,,,,,72
10/31/1992,Louisiana Tech,23,Arkansas State,0,,,,,,,,,23
