Date,Tech,Tech Score,Opponent,Opponent Score,W/L/T,City,State,Notes,,,,,Total points scored:
11/7/1992,Louisiana Tech,13,South Carolina,14,,,,,,,,,27
11/14/1992,Louisiana Tech,6,Ole Miss,13,,,,,,,,,19
11/21/1992,Louisiana Tech,3,West Virginia,23,,,,,,,,,26
9/4/1993,Louisiana Tech,0,None,50,,,,,,,,,50
9/18/1993,Louisiana Tech,3,South Carolina,34,,,,,,,,,37
9/25/1993,Louisiana Tech,3,None,56,,,,,,,,,59
10/2/1993,Louisiana Tech,17,Arkansas State,3,,,,,,,,,20
10/16/1993,Louisiana Tech,28,East Carolina,31,,,,,,,,,59
10/23/1993,Louisiana Tech,6,San Jose State,31,,,,,,,,,37
10/30/1993,Louisiana Tech,17,Northern Illinois,16,,,,,,,,,33
11/6/1993,Louisiana Tech,23,Nevada-Las Vegas,28,,,,,,,,,51
11/13/1993,Louisiana Tech,13,Utah State,24,,,,,,,,,37
11/20/1993,Louisiana Tech,16,UCF,38,,,,,,,,,54
11/27/1993,Louisiana Tech,17,Louisiana-Lafayette,21,,,,,,,,,38
9/3/1994,Louisiana Tech,3,Baylor,44,,,,,,,,,47
9/10/1994,Louisiana Tech,32,Houston,7,,,,,,,,,39
9/17/1994,Louisiana Tech,6,South Carolina,31,,,,,,,,,37
10/1/1994,Louisiana Tech,3,Louisiana-Lafayette,13,,,,,,,,,16
10/8/1994,Louisiana Tech,20,Nevada-Las Vegas,24,,,,,,,,,44
10/15/1994,Louisiana Tech,3,Utah State,7,,,,,,,,,10
10/22/1994,Louisiana Tech,17,Northern Illinois,27,,,,,,,,,44
10/29/1994,Louisiana Tech,16,West Virginia,52,,,,,,,,,68
11/5/1994,Louisiana Tech,38,Northwestern State,28,,,,,,,,,66
11/12/1994,Louisiana Tech,6,San Jose State,27,,,,,,,,,33
11/19/1994,Louisiana Tech,20,Arkansas State,14,,,,,,,,,34
8/31/1995,Louisiana Tech,28,Bowling Green,21,,,,,,,,,49
9/9/1995,Louisiana Tech,19,Houston,7,,,,,,,,,26
9/16/1995,Louisiana Tech,21,South Carolina,68,,,,,,,,,89
9/23/1995,Louisiana Tech,28,Arkansas State,25,,,,,,,,,53
9/30/1995,Louisiana Tech,27,Tulsa,23,,,,,,,,,50
10/7/1995,Louisiana Tech,13,New Mexico State,48,,,,,,,,,61
10/14/1995,Louisiana Tech,41,Pacific,47,,,,,,,,,88
10/21/1995,Louisiana Tech,45,Nevada,49,,,,,,,,,94
11/4/1995,Louisiana Tech,33,Louisiana-Lafayette,40,,,,,,,,,73
11/11/1995,Louisiana Tech,6,Vanderbilt,29,,,,,,,,,35
11/18/1995,Louisiana Tech,59,Northern Illinois,14,,,,,,,,,73
8/31/1996,Louisiana Tech,20,Middle Tennessee State,0,,,,,,,,,20
9/7/1996,Louisiana Tech,16,Baylor,24,,,,,,,,,40
9/14/1996,Louisiana Tech,38,Central Michigan,37,,,,,,,,,75
9/21/1996,Louisiana Tech,38,Mississippi State,23,,,,,,,,,61
9/28/1996,Louisiana Tech,31,Louisiana-Lafayette,37,,,,,,,,,68
10/5/1996,Louisiana Tech,13,Texas A&M,63,,,,,,,,,76
10/12/1996,Louisiana Tech,21,Arkansas,38,,,,,,,,,59
10/19/1996,Louisiana Tech,61,Toledo,20,,,,,,,,,81
10/26/1996,Louisiana Tech,35,UAB,31,,,,,,,,,66
11/2/1996,Louisiana Tech,40,Northern Illinois,14,,,,,,,,,54
11/9/1996,Louisiana Tech,38,Arkansas State,55,,,,,,,,,93
8/30/1997,Louisiana Tech,30,Bowling Green,23,,,,,,,,,53
9/13/1997,Louisiana Tech,17,Louisiana-Monroe,16,,,,,,,,,33
9/20/1997,Louisiana Tech,56,Central Michigan,28,,,,,,,,,84
9/27/1997,Louisiana Tech,13,Arkansas,17,,,,,,,,,30
10/4/1997,Louisiana Tech,41,California,34,,,,,,,,,75
10/11/1997,Louisiana Tech,13,None,49,,,,,,,,,62
10/18/1997,Louisiana Tech,42,Arkansas State,14,,,,,,,,,56
10/25/1997,Louisiana Tech,31,Boise State,27,,,,,,,,,58
11/1/1997,Louisiana Tech,26,Alabama,20,,,,,,,,,46
11/8/1997,Louisiana Tech,32,UAB,29,,,,,,,,,61
11/15/1997,Louisiana Tech,63,Louisiana-Lafayette,24,,,,,,,,,87
8/29/1998,Louisiana Tech,27,None,56,,,,,,,,,83
9/5/1998,Louisiana Tech,30,UCF,64,,,,,,,,,94
9/12/1998,Louisiana Tech,7,None,28,,,,,,,,,35
9/19/1998,Louisiana Tech,77,Louisiana-Lafayette,14,,,,,,,,,91
9/26/1998,Louisiana Tech,19,Wyoming,31,,,,,,,,,50
10/3/1998,Louisiana Tech,63,Boise State,28,,,,,,,,,91
10/10/1998,Louisiana Tech,44,Louisiana-Monroe,14,,,,,,,,,58
10/17/1998,Louisiana Tech,54,UAB,23,,,,,,,,,77
10/24/1998,Louisiana Tech,17,Auburn,32,,,,,,,,,49
10/31/1998,Louisiana Tech,56,Nicholls State,28,,,,,,,,,84
11/7/1998,Louisiana Tech,69,Arkansas State,21,,,,,,,,,90
11/26/1998,Louisiana Tech,30,None,63,,,,,,,,,93
8/28/1999,Louisiana Tech,7,None,41,,,,,,,,,48
9/4/1999,Louisiana Tech,17,None,37,,,,,,,,,54
9/11/1999,Louisiana Tech,55,Sam Houston State,17,,,,,,,,,72
9/18/1999,Louisiana Tech,29,None,28,,,,,,,,,57
10/2/1999,Louisiana Tech,41,Louisiana-Lafayette,31,,,,,,,,,72
10/16/1999,Louisiana Tech,42,Middle Tennessee State,18,,,,,,,,,60
10/23/1999,Louisiana Tech,46,UCF,35,,,,,,,,,81
10/30/1999,Louisiana Tech,34,Toledo,17,,,,,,,,,51
11/6/1999,Louisiana Tech,58,Louisiana-Monroe,17,,,,,,,,,75
11/13/1999,Louisiana Tech,41,UAB,20,,,,,,,,,61
11/26/1999,Louisiana Tech,19,USC,45,,,,,,,,,64
8/26/2000,Louisiana Tech,63,Mississippi Valley State,10,,,,,,,,,73
9/2/2000,Louisiana Tech,10,None,54,,,,,,,,,64
9/9/2000,Louisiana Tech,7,Penn State,67,,,,,,,,,74
9/16/2000,Louisiana Tech,31,Stephen F. Austin,34,,,,,,,,,65
9/23/2000,Louisiana Tech,10,Tulsa,22,,,,,,,,,32
10/7/2000,Louisiana Tech,21,Middle Tennessee State,49,,,,,,,,,70
10/14/2000,Louisiana Tech,48,Louisiana-Lafayette,14,,,,,,,,,62
10/21/2000,Louisiana Tech,28,Auburn,38,,,,,,,,,66
10/28/2000,Louisiana Tech,31,None,42,,,,,,,,,73
11/4/2000,Louisiana Tech,16,UCF,20,,,,,,,,,36
11/11/2000,Louisiana Tech,42,Louisiana-Monroe,19,,,,,,,,,61
11/18/2000,Louisiana Tech,10,Hawaii,27,,,,,,,,,37
9/1/2001,Louisiana Tech,36,SMU,6,,,,,,,,,42
9/8/2001,Louisiana Tech,23,Oklahoma State,30,,,,,,,,,53
9/29/2001,Louisiana Tech,28,None,38,,,,,,,,,66
10/6/2001,Louisiana Tech,41,San Jose State,20,,,,,,,,,61
10/13/2001,Louisiana Tech,45,Nevada,42,,,,,,,,,87
10/20/2001,Louisiana Tech,41,None,48,,,,,,,,,89
10/27/2001,Louisiana Tech,41,Rice,38,,,,,,,,,79
11/3/2001,Louisiana Tech,48,Boise State,42,,,,,,,,,90
11/10/2001,Louisiana Tech,53,UTEP,30,,,,,,,,,83
11/17/2001,Louisiana Tech,7,Kansas State,40,,,,,,,,,47
11/24/2001,Louisiana Tech,19,Tulsa,7,,,,,,,,,26
12/31/2001,Louisiana Tech,24,Clemson,49,,,,,,,,,73
8/31/2002,Louisiana Tech,39,Oklahoma State,36,,,,,,,,,75
9/7/2002,Louisiana Tech,13,Clemson,33,,,,,,,,,46
9/14/2002,Louisiana Tech,53,Tulsa,9,,,,,,,,,62
9/21/2002,Louisiana Tech,17,None,49,,,,,,,,,66
9/28/2002,Louisiana Tech,3,None,31,,,,,,,,,34
10/5/2002,Louisiana Tech,20,Rice,37,,,,,,,,,57
10/19/2002,Louisiana Tech,34,SMU,37,,,,,,,,,71
10/26/2002,Louisiana Tech,50,Nevada,47,,,,,,,,,97
11/9/2002,Louisiana Tech,30,San Jose State,42,,,,,,,,,72
11/16/2002,Louisiana Tech,10,Boise State,36,,,,,,,,,46
11/23/2002,Louisiana Tech,38,UTEP,24,,,,,,,,,62
12/5/2002,Louisiana Tech,13,Fresno State,45,,,,,,,,,58
8/28/2003,Louisiana Tech,9,None,48,,,,,,,,,57
9/6/2003,Louisiana Tech,34,Louisiana-Lafayette,3,,,,,,,,,37
9/13/2003,Louisiana Tech,20,Michigan State,19,,,,,,,,,39
9/20/2003,Louisiana Tech,6,Fresno State,16,,,,,,,,,22
10/4/2003,Louisiana Tech,37,Boise State,43,,,,,,,,,80
10/11/2003,Louisiana Tech,38,UTEP,35,,,,,,,,,73
10/18/2003,Louisiana Tech,41,Hawaii,44,,,,,,,,,85
10/25/2003,Louisiana Tech,42,Nevada,34,,,,,,,,,76
11/1/2003,Louisiana Tech,10,None,49,,,,,,,,,59
11/8/2003,Louisiana Tech,41,SMU,6,,,,,,,,,47
11/15/2003,Louisiana Tech,18,Tulsa,48,,,,,,,,,66
11/29/2003,Louisiana Tech,14,Rice,49,,,,,,,,,63
9/6/2004,Louisiana Tech,38,Nevada,21,,,,,,,,,59
9/11/2004,Louisiana Tech,24,Louisiana-Lafayette,20,,,,,,,,,44
9/18/2004,Louisiana Tech,0,None,48,,,,,,,,,48
9/25/2004,Louisiana Tech,17,None,42,,,,,,,,,59
10/2/2004,Louisiana Tech,28,None,21,,,,,,,,,49
10/9/2004,Louisiana Tech,7,None,52,,,,,,,,,59
10/16/2004,Louisiana Tech,41,SMU,10,,,,,,,,,51
10/23/2004,Louisiana Tech,27,UTEP,44,,,,,,,,,71
11/6/2004,Louisiana Tech,23,Hawaii,34,,,,,,,,,57
11/13/2004,Louisiana Tech,38,Tulsa,21,,,,,,,,,59
11/20/2004,Louisiana Tech,14,None,55,,,,,,,,,69
11/29/2004,Louisiana Tech,51,Rice,14,,,,,,,,,65
9/10/2005,Louisiana Tech,3,None,41,,,,,,,,,44
9/17/2005,Louisiana Tech,14,Kansas,34,,,,,,,,,48
10/1/2005,Louisiana Tech,34,New Mexico State,14,,,,,,,,,48
10/8/2005,Louisiana Tech,46,Hawaii,14,,,,,,,,,60
10/15/2005,Louisiana Tech,27,Nevada,37,,,,,,,,,64
10/22/2005,Louisiana Tech,40,North Texas,14,,,,,,,,,54
10/29/2005,Louisiana Tech,31,San Jose State,14,,,,,,,,,45
11/5/2005,Louisiana Tech,27,Utah State,17,,,,,,,,,44
11/12/2005,Louisiana Tech,41,Idaho,38,,,,,,,,,79
11/26/2005,Louisiana Tech,13,Boise State,30,,,,,,,,,43
12/2/2005,Louisiana Tech,40,None,28,,,,,,,,,68
9/2/2006,Louisiana Tech,10,None,49,,,,,,,,,59
9/16/2006,Louisiana Tech,31,Nicholls State,21,,,,,,,,,52
9/23/2006,Louisiana Tech,14,Texas A&M,45,,,,,,,,,59
9/30/2006,Louisiana Tech,0,Clemson,51,,,,,,,,,51
10/7/2006,Louisiana Tech,14,None,55,,,,,,,,,69
10/14/2006,Louisiana Tech,14,Idaho,24,,,,,,,,,38
10/21/2006,Louisiana Tech,48,Utah State,35,,,,,,,,,83
10/28/2006,Louisiana Tech,10,San Jose State,44,,,,,,,,,54
11/4/2006,Louisiana Tech,34,North Texas,31,,,,,,,,,65
11/11/2006,Louisiana Tech,17,Hawaii,61,,,,,,,,,78
11/18/2006,Louisiana Tech,0,Nevada,42,,,,,,,,,42
11/24/2006,Louisiana Tech,27,Fresno State,34,,,,,,,,,61
12/2/2006,Louisiana Tech,23,New Mexico State,50,,,,,,,,,73
9/1/2007,Louisiana Tech,28,Central Arkansas,7,,,,,,,,,35
9/8/2007,Louisiana Tech,44,None,45,,,,,,,,,89
9/15/2007,Louisiana Tech,12,None,42,,,,,,,,,54
9/29/2007,Louisiana Tech,6,Fresno State,17,,,,,,,,,23
10/6/2007,Louisiana Tech,0,Ole Miss,24,,,,,,,,,24
10/13/2007,Louisiana Tech,22,New Mexico State,21,,,,,,,,,43
10/20/2007,Louisiana Tech,31,Boise State,45,,,,,,,,,76
10/27/2007,Louisiana Tech,31,Utah State,21,,,,,,,,,52
11/3/2007,Louisiana Tech,28,Idaho,16,,,,,,,,,44
11/10/2007,Louisiana Tech,10,None,58,,,,,,,,,68
11/17/2007,Louisiana Tech,27,San Jose State,23,,,,,,,,,50
12/1/2007,Louisiana Tech,10,Nevada,49,,,,,,,,,59
8/30/2008,Louisiana Tech,22,Mississippi State,14,,,,,,,,,
9/6/2008,Louisiana Tech,0,None,29,,,,,,,,,
9/20/2008,Louisiana Tech,41,Southeastern Louisiana,26,,,,,,,,,
10/1/2008,Louisiana Tech,3,None,38,,,,,,,,,
10/11/2008,Louisiana Tech,14,Hawaii,24,,,,,,,,,
10/18/2008,Louisiana Tech,46,Idaho,14,,,,,,,,,
10/25/2008,Louisiana Tech,7,Army,14,,,,,,,,,
11/1/2008,Louisiana Tech,38,Fresno State,35,,,,,,,,,
11/8/2008,Louisiana Tech,21,San Jose State,0,,,,,,,,,
11/15/2008,Louisiana Tech,45,Utah State,38,,,,,,,,,
11/22/2008,Louisiana Tech,35,New Mexico State,31,,,,,,,,,
11/29/2008,Louisiana Tech,31,Nevada,35,,,,,,,,,
12/28/2008,Louisiana Tech,17,Northern Illinois,10,,,,,,,,,
9/5/2009,Louisiana Tech,13,Auburn,37,,,,,,,,,
9/12/2009,Louisiana Tech,14,Navy,32,,,,,,,,,
9/19/2009,Louisiana Tech,48,Nicholls State,13,,,,,,,,,
9/30/2009,Louisiana Tech,27,Hawaii,6,,,,,,,,,
10/9/2009,Louisiana Tech,14,Nevada,37,,,,,,,,,
10/17/2009,Louisiana Tech,45,New Mexico State,7,,,,,,,,,
10/24/2009,Louisiana Tech,21,Utah State,23,,,,,,,,,
10/31/2009,Louisiana Tech,34,Idaho,35,,,,,,,,,
11/6/2009,Louisiana Tech,35,None,45,,,,,,,,,
11/14/2009,Louisiana Tech,16,None,24,,,,,,,,,
11/21/2009,Louisiana Tech,28,Fresno State,30,,,,,,,,,
12/5/2009,Louisiana Tech,55,San Jose State,20,,,,,,,,,
9/4/2010,Louisiana Tech,20,Grambling State,6,,,,,,,,,
9/11/2010,Louisiana Tech,16,Texas A&M,48,,,,,,,,,
9/18/2010,Louisiana Tech,23,Navy,37,,,,,,,,,
9/25/2010,Louisiana Tech,12,Southern Mississippi,13,,,,,,,,,
10/2/2010,Louisiana Tech,21,Hawaii,41,,,,,,,,,
10/9/2010,Louisiana Tech,24,Utah State,6,,,,,,,,,
10/16/2010,Louisiana Tech,48,Idaho,35,,,,,,,,,
10/26/2010,Louisiana Tech,20,None,49,,,,,,,,,
11/6/2010,Louisiana Tech,34,Fresno State,40,,,,,,,,,
11/13/2010,Louisiana Tech,41,New Mexico State,20,,,,,,,,,
11/27/2010,Louisiana Tech,45,San Jose State,38,,,,,,,,,
12/4/2010,Louisiana Tech,17,None,35,,,,,,,,,
9/3/2011,Louisiana Tech,17,Southern Mississippi,19,,,,,,,,,
9/10/2011,Louisiana Tech,48,Central Arkansas,42,,,,,,,,,
9/17/2011,Louisiana Tech,34,Houston,35,,,,,,,,,
9/24/2011,Louisiana Tech,20,Mississippi State,26,,,,,,,,,
10/1/2011,Louisiana Tech,26,Hawaii,44,,,,,,,,,
10/8/2011,Louisiana Tech,24,Idaho,11,,,,,,,,,
10/22/2011,Louisiana Tech,24,Utah State,17,,,,,,,,,
10/29/2011,Louisiana Tech,38,San Jose State,28,,,,,,,,,
11/5/2011,Louisiana Tech,41,Fresno State,21,,,,,,,,,
11/12/2011,Louisiana Tech,27,Ole Miss,7,,,,,,,,,
11/19/2011,Louisiana Tech,24,Nevada,20,,,,,,,,,
11/26/2011,Louisiana Tech,44,New Mexico State,0,,,,,,,,,
12/21/2011,Louisiana Tech,24,None,31,,,,,,,,,
9/8/2012,Louisiana Tech,56,Houston,49,,,,,,,,,
9/15/2012,Louisiana Tech,56,Rice,37,,,,,,,,,
9/22/2012,Louisiana Tech,52,Illinois,24,,,,,,,,,
9/29/2012,Louisiana Tech,44,Virginia,38,,,,,,,,,
10/6/2012,Louisiana Tech,58,Nevada-Las Vegas,31,,,,,,,,,
10/13/2012,Louisiana Tech,57,None,59,,,,,,,,,
10/20/2012,Louisiana Tech,70,Idaho,28,,,,,,,,,
10/27/2012,Louisiana Tech,28,New Mexico State,14,,,,,,,,,
11/3/2012,Louisiana Tech,51,UTSA,27,,,,,,,,,
11/10/2012,Louisiana Tech,62,Texas State,55,,,,,,,,,
11/17/2012,Louisiana Tech,41,Utah State,48,,,,,,,,,
11/24/2012,Louisiana Tech,43,San Jose State,52,,,,,,,,,
8/31/2013,Louisiana Tech,14,North Carolina State,40,,,,,,,,,
9/7/2013,Louisiana Tech,27,Lamar,14,,,,,,,,,
9/12/2013,Louisiana Tech,15,Tulane,24,,,,,,,,,
9/21/2013,Louisiana Tech,10,Kansas,13,,,,,,,,,
9/28/2013,Louisiana Tech,16,Army,35,,,,,,,,,
10/5/2013,Louisiana Tech,38,UTEP,35,,,,,,,,,
10/19/2013,Louisiana Tech,13,North Texas,28,,,,,,,,,
10/26/2013,Louisiana Tech,23,Florida International,7,,,,,,,,,
11/9/2013,Louisiana Tech,36,Southern Mississippi,13,,,,,,,,,
11/16/2013,Louisiana Tech,14,Rice,52,,,,,,,,,
11/23/2013,Louisiana Tech,14,Tulsa,24,,,,,,,,,
11/30/2013,Louisiana Tech,10,UTSA,30,,,,,,,,,
8/30/2014,Louisiana Tech,16,None,48,,,,,,,,,
9/6/2014,Louisiana Tech,48,Louisiana-Lafayette,20,,,,,,,,,
9/11/2014,Louisiana Tech,42,North Texas,21,,,,,,,,,
9/20/2014,Louisiana Tech,27,Northwestern State,30,,,,,,,,,
9/27/2014,Louisiana Tech,17,None,45,,,,,,,,,
10/4/2014,Louisiana Tech,55,UTEP,3,,,,,,,,,
10/18/2014,Louisiana Tech,27,UTSA,20,,,,,,,,,
10/25/2014,Louisiana Tech,31,Southern Mississippi,20,,,,,,,,,
11/1/2014,Louisiana Tech,59,Western Kentucky,10,,,,,,,,,
11/8/2014,Louisiana Tech,40,UAB,24,,,,,,,,,
11/22/2014,Louisiana Tech,27,Old Dominion,30,,,,,,,,,
11/29/2014,Louisiana Tech,76,Rice,31,,,,,,,,,
12/6/2014,Louisiana Tech,23,Marshall,26,,,,,,,,,
12/26/2014,Louisiana Tech,35,Illinois,18,,,,,,,,,
9/5/2015,Louisiana Tech,62,Southern,15,,,,,,,,,
9/10/2015,Louisiana Tech,38,Western Kentucky,41,,,,,,,,,
9/19/2015,Louisiana Tech,33,Kansas State,39,,,,,,,,,
9/26/2015,Louisiana Tech,27,Florida International,17,,,,,,,,,
10/3/2015,Louisiana Tech,43,Louisiana-Lafayette,14,,,,,,,,,
10/10/2015,Louisiana Tech,34,UTSA,31,,,,,,,,,
10/17/2015,Louisiana Tech,20,Mississippi State,45,,,,,,,,,
10/24/2015,Louisiana Tech,45,Middle Tennessee State,16,,,,,,,,,
10/30/2015,Louisiana Tech,42,Rice,17,,,,,,,,,
11/7/2015,Louisiana Tech,56,North Texas,13,,,,,,,,,
11/21/2015,Louisiana Tech,17,UTEP,15,,,,,,,,,
11/28/2015,Louisiana Tech,24,Southern Mississippi,58,,,,,,,,,
12/19/2015,Louisiana Tech,47,Arkansas State,28,,,,,,,,,
9/3/2016,Louisiana Tech,20,Arkansas,21,,,,,,,,,
9/10/2016,Louisiana Tech,53,South Carolina State,24,,,,,,,,,
9/17/2016,Louisiana Tech,45,Texas Tech,59,,,,,,,,,
9/24/2016,Louisiana Tech,34,Middle Tennessee State,38,,,,,,,,,
10/1/2016,Louisiana Tech,28,UTEP,7,,,,,,,,,
10/6/2016,Louisiana Tech,55,Western Kentucky,52,,,,,,,,,
10/15/2016,Louisiana Tech,56,Massachusetts,28,,,,,,,,,
10/22/2016,Louisiana Tech,44,Florida International,24,,,,,,,,,
10/29/2016,Louisiana Tech,61,Rice,16,,,,,,,,,
11/5/2016,Louisiana Tech,45,North Texas,24,,,,,,,,,
11/12/2016,Louisiana Tech,63,UTSA,35,,,,,,,,,
11/25/2016,Louisiana Tech,24,Southern Mississippi,39,,,,,,,,,
12/3/2016,Louisiana Tech,44,Western Kentucky,58,,,,,,,,,
12/23/2016,Louisiana Tech,48,Navy,45,,,,,,,,,
9/2/2017,Louisiana Tech,52,Northwestern State,24,,,,,,,,,
9/9/2017,Louisiana Tech,21,Mississippi State,57,,,,,,,,,
9/16/2017,Louisiana Tech,23,Western Kentucky,22,,,,,,,,,
9/23/2017,Louisiana Tech,16,South Carolina,17,,,,,,,,,
9/30/2017,Louisiana Tech,34,South Alabama,16,,,,,,,,,
10/7/2017,Louisiana Tech,22,UAB,23,,,,,,,,,
10/21/2017,Louisiana Tech,27,Southern Mississippi,34,,,,,,,,,
10/28/2017,Louisiana Tech,42,Rice,28,,,,,,,,,
11/4/2017,Louisiana Tech,23,North Texas,24,,,,,,,,,
11/11/2017,Louisiana Tech,23,Florida Atlantic,48,,,,,,,,,
11/18/2017,Louisiana Tech,42,UTEP,21,,,,,,,,,
11/25/2017,Louisiana Tech,20,UTSA,6,,,,,,,,,
12/20/2017,Louisiana Tech,51,SMU,10,,,,,,,,,
9/1/2018,Louisiana Tech,30,South Alabama,26,,,,,,,,,
9/8/2018,Louisiana Tech,54,Southern,17,,,,,,,,,
9/22/2018,Louisiana Tech,21,None,38,,,,,,,,,
9/29/2018,Louisiana Tech,29,North Texas,27,,,,,,,,,
10/6/2018,Louisiana Tech,7,UAB,28,,,,,,,,,
10/13/2018,Louisiana Tech,31,UTSA,3,,,,,,,,,
10/20/2018,Louisiana Tech,31,UTEP,24,,,,,,,,,
10/26/2018,Louisiana Tech,21,Florida Atlantic,13,,,,,,,,,
11/3/2018,Louisiana Tech,3,None,45,,,,,,,,,
11/10/2018,Louisiana Tech,28,Rice,13,,,,,,,,,
11/17/2018,Louisiana Tech,20,Southern Mississippi,21,,,,,,,,,
11/24/2018,Louisiana Tech,15,Western Kentucky,30,,,,,,,,,
12/22/2018,Louisiana Tech,31,Hawaii,14,,,,,,,,,
8/31/2019,Louisiana Tech,14,None,45,,,,,,,,,
9/7/2019,Louisiana Tech,20,Grambling State,14,,,,,,,,,
9/14/2019,Louisiana Tech,35,Bowling Green,7,,,,,,,,,
9/20/2019,Louisiana Tech,43,Florida International,31,,,,,,,,,
9/28/2019,Louisiana Tech,23,Rice,20,,,,,,,,,
10/12/2019,Louisiana Tech,69,Massachusetts,21,,,,,,,,,
10/19/2019,Louisiana Tech,45,Southern Mississippi,30,,,,,,,,,
10/26/2019,Louisiana Tech,42,UTEP,21,,,,,,,,,
11/9/2019,Louisiana Tech,52,North Texas,17,,,,,,,,,
11/15/2019,Louisiana Tech,10,Marshall,31,,,,,,,,,
11/23/2019,Louisiana Tech,14,UAB,20,,,,,,,,,
11/30/2019,Louisiana Tech,41,UTSA,27,,,,,,,,,
12/26/2019,Louisiana Tech,14,Miami (FL),0,,,,,,,,,
9/19/2020,Louisiana Tech,31,Southern Mississippi,30,,,,,,,,,
9/26/2020,Louisiana Tech,66,Houston Baptist,38,,,,,,,,,
10/2/2020,Louisiana Tech,14,None,45,,,,,,,,,
10/10/2020,Louisiana Tech,21,UTEP,17,,,,,,,,,
10/17/2020,Louisiana Tech,17,Marshall,35,,,,,,,,,
10/24/2020,Louisiana Tech,26,UTSA,27,,,,,,,,,
10/31/2020,Louisiana Tech,37,UAB,34,,,,,,,,,
12/3/2020,Louisiana Tech,42,North Texas,31,,,,,,,,,
12/12/2020,Louisiana Tech,10,Texas Christian,52,,,,,,,,,
12/23/2020,Louisiana Tech,3,Georgia Southern,38,,,,,,,,,
9/4/2021,Louisiana Tech,34,Mississippi State,35,,,,,,,,,
9/11/2021,Louisiana Tech,45,Southeastern Louisiana,42,,,,,,,,,
9/18/2021,Louisiana Tech,37,SMU,39,,,,,,,,,
9/25/2021,Louisiana Tech,24,North Texas,17,,,,,,,,,
10/2/2021,Louisiana Tech,27,None,34,,,,,,,,,
10/16/2021,Louisiana Tech,3,UTEP,19,,,,,,,,,
10/23/2021,Louisiana Tech,16,None,45,,,,,,,,,
10/30/2021,Louisiana Tech,20,Old Dominion,23,,,,,,,,,
11/6/2021,Louisiana Tech,38,UAB,52,,,,,,,,,
11/13/2021,Louisiana Tech,42,Charlotte,32,,,,,,,,,
11/19/2021,Louisiana Tech,19,Southern Mississippi,35,,,,,,,,,
11/19/2021,Louisiana Tech,17,Northwestern State,0,W,"Ruston, LA",LA,,,,,,17
11/27/2021,Louisiana Tech,31,Rice,35,,,,,,,,,
9/1/2022,Louisiana Tech,24,Missouri,52,,,,,,,,,
9/10/2022,Louisiana Tech,52,SFA,17,,,,,,,,,
9/17/2022,Louisiana Tech,20,Clemson,48,,,,,,,,,
9/24/2022,Louisiana Tech,14,South Alabama,38,,,,,,,,,
10/8/2022,Louisiana Tech,41,UTEP,31,,,,,,,,,
10/15/2022,Louisiana Tech,27,North Texas,47,,,,,,,,,
10/22/2022,Louisiana Tech,41,Rice,42,,,,,,,,,
10/28/2022,Louisiana Tech,34,Florida International,42,,,,,,,,,
11/5/2022,Louisiana Tech,40,Middle Tennessee State,24,,,,,,,,,
11/12/2022,Louisiana Tech,7,UTSA,51,,,,,,,,,
11/19/2022,Louisiana Tech,21,Charlotte,26,,,,,,,,,
11/26/2022,Louisiana Tech,27,UAB,37,,,,,,,,,
8/26/2023,Louisiana Tech,22,FIU,17,,,,,,,,,
9/2/2023,Louisiana Tech,14,SMU,38,,,,,,,,,
9/9/2023,Louisiana Tech,51,Northwestern State,21,,,,,,,,,
9/16/2023,Louisiana Tech,37,North Texas,40,,,,,,,,,
9/23/2023,Louisiana Tech,14,Nebraska,28,,,,,,,,,
9/29/2023,Louisiana Tech,24,UTEP,10,,,,,,,,,
10/5/2023,Louisiana Tech,28,Western Kentucky,35,,,,,,,,,
10/10/2023,Louisiana Tech,23,Middle Tennessee State,31,,,,,,,,,
10/24/2023,Louisiana Tech,24,New Mexico State,27,,,,,,,,,
11/4/2023,Louisiana Tech,30,Liberty,56,,,,,,,,,
11/11/2023,Louisiana Tech,27,Sam Houston,42,,,,,,,,,
11/18/2023,Louisiana Tech,17,Jacksonville State,56,,,,,,,,,